userId,1,32,47,50,110,150,260,296,318,344,356,364,367,377,380,457,480,527,588,589,590,592,593,608,648,780,858,1196,1198,1210,1270,1580,2028,2571,2762,2858,2959,3578,4226,4306,4993,5952,7153
1,4.0,4.034682080924855,5.0,5.0,4.0,3.978723404255319,5.0,3.0,4.466453674121405,3.5641025641025643,4.0,4.021084337349397,4.0,3.7161290322580647,3.691823899371069,5.0,4.0,5.0,3.9327485380116958,4.074074074074074,4.0,4.0,4.0,5.0,3.0,3.0,4.431318681318682,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.075301204819277,5.0,5.0,5.0,4.286666666666667,4.044303797468355,4.281081081081081,4.176136363636363,4.244318181818182
2,4.004830917874396,4.034682080924855,4.12565445026178,4.3040201005025125,4.180803571428571,3.978723404255319,4.355648535564853,4.356896551724138,3.0,3.5641025641025643,4.24685534591195,4.021084337349397,3.519083969465649,3.7161290322580647,3.691823899371069,4.043010752688172,3.8959276018099547,4.394230769230769,3.9327485380116958,4.074074074074074,3.961038961038961,3.5224719101123596,4.253703703703704,4.213872832369942,3.6966666666666668,3.710227272727273,4.431318681318682,4.301470588235294,4.282051282051282,4.266129032258065,4.166666666666667,3.7344827586206897,4.213114754098361,4.3522727272727275,4.075301204819277,4.229166666666667,4.394736842105263,4.0,4.286666666666667,4.044303797468355,4.281081081081081,4.176136363636363,4.244318181818182
4,4.004830917874396,4.034682080924855,4.12565445026178,4.3040201005025125,4.180803571428571,3.978723404255319,5.0,4.356896551724138,4.466453674121405,3.5641025641025643,4.24685534591195,4.021084337349397,3.519083969465649,3.7161290322580647,3.691823899371069,5.0,3.8959276018099547,4.394230769230769,4.0,4.074074074074074,3.961038961038961,3.5224719101123596,5.0,5.0,3.0,3.710227272727273,4.431318681318682,5.0,3.0,4.266129032258065,4.166666666666667,3.0,4.213114754098361,4.3522727272727275,4.0,5.0,4.394736842105263,4.157051282051282,4.286666666666667,4.044303797468355,4.281081081081081,4.176136363636363,4.244318181818182
5,4.0,4.034682080924855,4.12565445026178,4.0,4.0,3.0,4.355648535564853,5.0,3.0,3.0,4.24685534591195,3.0,4.0,3.7161290322580647,3.691823899371069,4.0,3.8959276018099547,5.0,4.0,3.0,5.0,3.0,4.253703703703704,3.0,3.6966666666666668,3.710227272727273,4.431318681318682,4.301470588235294,4.282051282051282,4.266129032258065,4.166666666666667,3.7344827586206897,4.213114754098361,4.3522727272727275,4.075301204819277,4.229166666666667,4.394736842105263,4.157051282051282,4.286666666666667,4.044303797468355,4.281081081081081,4.176136363636363,4.244318181818182
6,4.004830917874396,4.0,4.0,4.3040201005025125,5.0,4.0,4.355648535564853,4.356896551724138,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,3.6966666666666668,5.0,4.431318681318682,4.301470588235294,4.282051282051282,4.266129032258065,4.166666666666667,3.7344827586206897,4.213114754098361,4.3522727272727275,4.075301204819277,4.229166666666667,4.394736842105263,4.157051282051282,4.286666666666667,4.044303797468355,4.281081081081081,4.176136363636363,4.244318181818182
7,4.5,4.034682080924855,4.12565445026178,4.5,4.180803571428571,4.5,5.0,4.356896551724138,4.466453674121405,3.5641025641025643,5.0,4.021084337349397,3.519083969465649,3.7161290322580647,3.0,4.043010752688172,5.0,4.394230769230769,3.0,2.5,3.961038961038961,3.0,5.0,4.213872832369942,4.0,4.5,4.431318681318682,4.0,4.282051282051282,4.0,5.0,3.7344827586206897,4.213114754098361,4.3522727272727275,4.5,4.0,4.394736842105263,4.157051282051282,4.286666666666667,4.0,4.5,4.5,4.0
8,4.004830917874396,3.0,4.0,5.0,3.0,4.0,4.355648535564853,4.0,5.0,3.5641025641025643,3.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,3.9327485380116958,4.074074074074074,5.0,3.0,4.0,4.213872832369942,3.6966666666666668,3.710227272727273,4.431318681318682,4.301470588235294,4.282051282051282,4.266129032258065,4.166666666666667,3.7344827586206897,4.213114754098361,4.3522727272727275,4.075301204819277,4.229166666666667,4.394736842105263,4.157051282051282,4.286666666666667,4.044303797468355,4.281081081081081,4.176136363636363,4.244318181818182
9,4.004830917874396,4.034682080924855,4.12565445026178,4.3040201005025125,4.180803571428571,3.978723404255319,4.355648535564853,4.356896551724138,4.466453674121405,3.5641025641025643,4.24685534591195,4.021084337349397,3.519083969465649,3.7161290322580647,3.691823899371069,4.043010752688172,3.8959276018099547,4.394230769230769,3.9327485380116958,4.074074074074074,3.961038961038961,3.5224719101123596,4.253703703703704,4.213872832369942,3.6966666666666668,3.710227272727273,4.431318681318682,4.301470588235294,5.0,4.266129032258065,5.0,3.7344827586206897,4.213114754098361,4.3522727272727275,4.075301204819277,4.229166666666667,4.394736842105263,4.157051282051282,4.286666666666667,4.044303797468355,5.0,5.0,4.244318181818182
10,4.004830917874396,4.034682080924855,4.12565445026178,4.3040201005025125,4.180803571428571,3.978723404255319,4.355648535564853,4.356896551724138,4.466453674121405,3.5641025641025643,3.5,4.021084337349397,3.519083969465649,3.7161290322580647,3.691823899371069,4.043010752688172,3.8959276018099547,4.394230769230769,4.0,4.074074074074074,3.961038961038961,3.5224719101123596,4.253703703703704,4.213872832369942,3.6966666666666668,3.710227272727273,4.431318681318682,4.301470588235294,4.282051282051282,4.266129032258065,4.166666666666667,3.7344827586206897,4.213114754098361,4.3522727272727275,4.075301204819277,4.229166666666667,4.394736842105263,4.0,4.286666666666667,4.5,4.0,4.0,4.0
11,4.004830917874396,4.034682080924855,4.12565445026178,4.3040201005025125,5.0,5.0,4.355648535564853,4.356896551724138,4.0,3.5641025641025643,5.0,4.021084337349397,3.519083969465649,3.0,4.0,5.0,4.0,4.394230769230769,3.9327485380116958,4.0,3.961038961038961,3.5224719101123596,5.0,4.213872832369942,4.0,4.0,4.431318681318682,4.301470588235294,4.282051282051282,4.0,4.166666666666667,3.7344827586206897,5.0,4.3522727272727275,4.075301204819277,4.229166666666667,4.394736842105263,4.157051282051282,4.286666666666667,4.044303797468355,4.281081081081081,4.176136363636363,4.244318181818182
